skill_path,current_state,recommended_level,reasoning,blast_radius,complexity,autonomy_assumed,estimated_time,next_steps
.claude/skills/design-arena/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 354 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,human-required,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=human-required to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/design-system-claude/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 208 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,proposal-first,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is proposal-first. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/doc-workflows/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 385 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/docker-devops/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 160 lines of content; complexity is autonomous-loop; blast radius is high.,L3-full,"Driven by autonomous loop + high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,autonomous-loop,full-autonomous,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=full-autonomous to start the rewrite. | Inject the Zero-Interaction Mandate explicitly into Stop Rules — this skill runs without a human in the loop. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/etf-page-creator/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 226 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/figma-to-code-workflow/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 189 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,proposal-first,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is proposal-first. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/gemini-deep-research/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 168 lines of content; complexity is multi-step; blast radius is low.,L1-mvr,"Compact skill with low blast radius — Level 1 adds Objective + Desired Outcomes + Stop Rules in ~30 minutes without disturbing existing instructions. Higher levels would be over-engineering for this surface area; the existing logic is fine, the spec just needs an intent header.",low,multi-step,proposal-first,30 min,"Add an Objective: state the problem (not the solution), name who benefits, and include a trade-off clause. | Add 2-4 Desired Outcomes as observable states. Test: 'After the agent runs, [STATE] exists.' | Add Stop Rules: halt_when (critical conditions), escalate_when (confidence thresholds), complete_when (completion criteria). | After retrofit, run audit_intent_spec on the updated SKILL.md to confirm L1 sections score pass. | Defer L2 promotion until/unless this skill begins running autonomously or its blast radius grows."
.claude/skills/gemini-image-gen/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 220 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/git-github-workflows/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 167 lines of content; complexity is autonomous-loop; blast radius is low.,L2-structured,"Autonomous-loop skill with low blast radius — Level 2 is the minimum safe upgrade (adds Health Metrics, Decision Authority assignments, and Edge Cases). Going straight to L3 may be needed if blast radius rises later, but L2 captures the safety-critical layers without a full rewrite.",low,autonomous-loop,full-autonomous,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is full-autonomous. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/headless-automation/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 308 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,proposal-first,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is proposal-first. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/health-habits/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 304 lines of content; complexity is multi-step; blast radius is low.,L1-mvr,"Compact skill with low blast radius — Level 1 adds Objective + Desired Outcomes + Stop Rules in ~30 minutes without disturbing existing instructions. Higher levels would be over-engineering for this surface area; the existing logic is fine, the spec just needs an intent header.",low,multi-step,proposal-first,30 min,"Add an Objective: state the problem (not the solution), name who benefits, and include a trade-off clause. | Add 2-4 Desired Outcomes as observable states. Test: 'After the agent runs, [STATE] exists.' | Add Stop Rules: halt_when (critical conditions), escalate_when (confidence thresholds), complete_when (completion criteria). | After retrofit, run audit_intent_spec on the updated SKILL.md to confirm L1 sections score pass. | Defer L2 promotion until/unless this skill begins running autonomously or its blast radius grows."
.claude/skills/hooks-configuration/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 267 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/intent-engineering/SKILL.md,Substantial intent spec already in place (9/9 sections). Approximately 449 lines of content; complexity is autonomous-loop; blast radius is high.,L3-full,"Driven by autonomous loop + high blast radius + 9/9 sections already present: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,autonomous-loop,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Inject the Zero-Interaction Mandate explicitly into Stop Rules — this skill runs without a human in the loop. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/jira-automation/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 386 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/knowledge-graph-nav/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 201 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/last30days/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 886 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/last30days/variants/open/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 81 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,proposal-first,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is proposal-first. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/learning-accelerator/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 187 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,human-required,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is human-required. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/learning-path/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 102 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/life-admin/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 396 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/mcp-integration/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 199 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,human-required,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=human-required to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/meeting-prep/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 274 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,proposal-first,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is proposal-first. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/micro-interaction-patterns/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 217 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,proposal-first,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is proposal-first. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/obsidian-mcp-setup/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 194 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,human-required,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=human-required to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/obsidian-semantic-search/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 224 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,proposal-first,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is proposal-first. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
.claude/skills/org-definition-of-done/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 257 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,guarded-autonomous,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=guarded-autonomous to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/parallel-instances/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 142 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/personal-app-patterns/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 228 lines of content; complexity is multi-step; blast radius is high.,L3-full,"Driven by high blast radius: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",high,multi-step,proposal-first,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=proposal-first to start the rewrite. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/personal-finance/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 399 lines of content; complexity is autonomous-loop; blast radius is medium.,L3-full,"Driven by autonomous loop: this needs a Level 3 full conversion. Existing instructions get dissolved into the 9-section structure, hard constraints get enforced architecturally (disallowedTools / hooks / config.toml), and every decision type gets an explicit autonomy assignment. Skipping L3 here risks the agent operating without proper Stop Rules, Health Metrics, or Decision Authority at scale.",medium,autonomous-loop,full-autonomous,4–8 hours,Use generate_intent_spec_scaffold with kind=full-9-section and autonomy_level=full-autonomous to start the rewrite. | Inject the Zero-Interaction Mandate explicitly into Stop Rules — this skill runs without a human in the loop. | Rewrite existing instructions as Steering Constraints; map every harm-causing 'never X' to a Hard Constraint with an enforced_via mechanism (anti-pattern #2). | Explicitly assign every decision type to an autonomy level in the Decision Authority block. | Run audit_intent_spec on the rewrite; iterate until validation_score is ≥ 22/25 with zero anti-patterns detected.
.claude/skills/personal-task-management/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 116 lines of content; complexity is multi-step; blast radius is low.,L1-mvr,"Compact skill with low blast radius — Level 1 adds Objective + Desired Outcomes + Stop Rules in ~30 minutes without disturbing existing instructions. Higher levels would be over-engineering for this surface area; the existing logic is fine, the spec just needs an intent header.",low,multi-step,proposal-first,30 min,"Add an Objective: state the problem (not the solution), name who benefits, and include a trade-off clause. | Add 2-4 Desired Outcomes as observable states. Test: 'After the agent runs, [STATE] exists.' | Add Stop Rules: halt_when (critical conditions), escalate_when (confidence thresholds), complete_when (completion criteria). | After retrofit, run audit_intent_spec on the updated SKILL.md to confirm L1 sections score pass. | Defer L2 promotion until/unless this skill begins running autonomously or its blast radius grows."
.claude/skills/phaser-game-patterns/SKILL.md,Prompt or SKILL.md without explicit 9-section intent structure (no Objective / Desired Outcomes / Stop Rules headings detected). Approximately 363 lines of content; complexity is multi-step; blast radius is medium.,L2-structured,"Multi-step workflow with medium blast radius — Level 2 layers Health Metrics, structured Constraints, Decision Authority assignments, and Edge Cases on top of L1. L1 alone misses Goodhart defenses and edge-case enumeration; L3 is premature for a non-autonomous skill at this complexity.",medium,multi-step,proposal-first,2–4 hours,"Start with the L1 sections (Objective + Desired Outcomes + Stop Rules) before adding L2 layers. | For each desired outcome, add a paired health metric that prevents gaming (anti-pattern #1). | Split existing rules into Steering Constraints (prompt-level) and Hard Constraints (architecturally enforced via disallowedTools / hooks / config.toml). | Map each decision to an autonomy level — assumed default for this skill is proposal-first. | Enumerate at least 5 edge cases with explicit fallback behaviors (anti-pattern #4)."
